ID_REF	VALUE
R1 - C3 : 3	0.844787611
R1 - C3 : 4	0.106522155
R1 - C3 : 5	0.139238725
R1 - C3 : 6	0.529666405
R1 - C3 : 7	1.353607608
R1 - C3 : 8	2.325764453
R1 - C3 : 9	1.035191757
R1 - C4 : 1	0.963929438
R1 - C4 : 10	0.219902272
R1 - C4 : 11	0.142054308
R1 - C4 : 12	1.131902955
R1 - C4 : 13	0.857368637
R1 - C4 : 14	0.602041496
R1 - C4 : 15	0.379603246
R1 - C4 : 16	0.573627549
R1 - C4 : 2	0.457886157
R1 - C4 : 3	2.873878138
R1 - C4 : 4	0.433556232
R1 - C4 : 5	0.779107937
R1 - C4 : 6	0.055807346
R1 - C4 : 7	0.068244114
R1 - C4 : 8	1.006798392
R1 - C4 : 9	0.176275757
R1 - C5 : 1	3.807919425
R1 - C5 : 10	1.316917459
R1 - C5 : 11	2.765060132
R1 - C5 : 12	1.721453509
R1 - C5 : 13	1.28792915
R1 - C5 : 14	0.352538307
R1 - C5 : 15	0.694212953
R1 - C5 : 16	0.59812974
R1 - C5 : 2	5.279718979
R1 - C5 : 3	0.135451875
R1 - C5 : 4	0.09640336
R1 - C5 : 5	0.379869537
R1 - C5 : 6	1.240848465
R1 - C5 : 7	0.894711162
R1 - C5 : 8	2.774965697
R1 - C5 : 9	0.504434443
R1 - C6 : 1	0.849515783
R1 - C6 : 10	1.035772867
R1 - C6 : 11	3.652460755
R1 - C6 : 12	2.950226525
R1 - C6 : 13	0.747853069
R1 - C6 : 14	1.202786579
R1 - C6 : 15	2.2531078
R1 - C6 : 16	1.452357658
R1 - C6 : 2	0.55872615
R1 - C6 : 3	1.274758473
R1 - C6 : 4	0.411798712
R1 - C6 : 5	0.72316367
R1 - C6 : 6	0.501508179
R1 - C6 : 7	0.292465639
R1 - C6 : 8	1.429676876
R1 - C6 : 9	0.994102897
R1 - C7 : 1	1.718188084
R1 - C7 : 10	0.362782422
R1 - C7 : 11	1.343724564
R1 - C7 : 12	0.459332719
R1 - C7 : 13	0.934295766
R1 - C7 : 14	1.291934888
R1 - C7 : 15	1.830242145
R1 - C7 : 16	0
R1 - C7 : 2	0.512158964
R1 - C7 : 3	0.51576229
R1 - C7 : 4	1.193924324
R1 - C7 : 5	1.275011511
R1 - C7 : 6	0.278270665
R1 - C7 : 7	0.933409716
R1 - C7 : 8	0.399166516
R1 - C7 : 9	0.297206943
R1 - C8 : 1	1.712351528
R1 - C8 : 10	0.157773212
R1 - C8 : 11	0.790715274
R1 - C8 : 12	1.502059893
R1 - C8 : 13	4.75523941
R1 - C8 : 14	1.293964992
R1 - C8 : 15	0.894809424
R1 - C8 : 16	0.85878533
R1 - C8 : 2	0.949870117
R1 - C8 : 3	0.811917781
R1 - C8 : 4	0.704210385
R1 - C8 : 5	0.527664913
R1 - C8 : 6	1.384547638
R1 - C8 : 7	0.726350262
R1 - C8 : 8	1.43176448
R1 - C8 : 9	1.401769583
R1 - C9 : 1	0.696739164
R1 - C9 : 10	0.735283225
R1 - C9 : 11	0.384241152
R1 - C9 : 12	0.957047997
R1 - C9 : 13	1.067718673
R1 - C9 : 14	0.779605548
R1 - C9 : 15	0.620391381
R1 - C9 : 16	0.605295855
R1 - C9 : 2	1.453748245
R1 - C9 : 3	0.393250069
R1 - C9 : 4	0.979235103
R1 - C9 : 5	1.421983536
R1 - C9 : 6	1.79854901
R1 - C9 : 7	0.918156783
R1 - C9 : 8	1.319798579
R1 - C9 : 9	1.223223148
R10 - C1 : 1	0.865075359
R10 - C1 : 10	7.234465186
R10 - C1 : 11	0.547134126
R10 - C1 : 12	0.452216533
R10 - C1 : 13	0.717952233
R10 - C1 : 14	0.335427196
R10 - C1 : 15	0.391456547
R10 - C1 : 16	2.432430306
R10 - C1 : 2	2.188448734
R10 - C1 : 3	0.423942123
R10 - C1 : 4	0.468259122
R10 - C1 : 5	0.402766952
R10 - C1 : 6	0.457464294
