ID_REF	VALUE
R1 - C3 : 9	0.448972612
R1 - C4 : 1	0.304064477
R1 - C4 : 10	0.099984845
R1 - C4 : 11	0.04373943
R1 - C4 : 12	0.257996041
R1 - C4 : 13	0.251456482
R1 - C4 : 14	0.1741826
R1 - C4 : 15	0.115975348
R1 - C4 : 16	0.175897291
R1 - C4 : 2	0.128466065
R1 - C4 : 3	0.413956275
R1 - C4 : 4	0.061964402
R1 - C4 : 5	0.323660047
R1 - C4 : 6	0.03831334
R1 - C4 : 7	0.027470952
R1 - C4 : 8	0.121753153
R1 - C4 : 9	0.072874786
R1 - C5 : 1	0.303798093
R1 - C5 : 10	0.2295808
R1 - C5 : 11	0.298758986
R1 - C5 : 12	0.401992901
R1 - C5 : 13	0.285821879
R1 - C5 : 14	0.09577794
R1 - C5 : 15	0.270876272
R1 - C5 : 16	0.192038341
R1 - C5 : 2	2.247702478
R1 - C5 : 3	0.116098349
R1 - C5 : 4	0.138918865
R1 - C5 : 5	0.214701898
R1 - C5 : 6	0.54621673
R1 - C5 : 7	1.502119456
R1 - C5 : 8	0.520214703
R1 - C5 : 9	0.112029566
R1 - C6 : 1	0.090886156
R1 - C6 : 10	0.057571319
R1 - C6 : 11	0.630452741
R1 - C6 : 12	0.690277641
R1 - C6 : 13	0.191166221
R1 - C6 : 14	0.24550777
R1 - C6 : 15	0.670189238
R1 - C6 : 16	0.414956948
R1 - C6 : 2	0.121581613
R1 - C6 : 3	0.260534705
R1 - C6 : 4	0.176422318
R1 - C6 : 5	0.232454518
R1 - C6 : 6	0.085119555
R1 - C6 : 7	0.091142964
R1 - C6 : 8	0.271075022
R1 - C6 : 9	0.278001343
R1 - C7 : 1	0.453025167
R1 - C7 : 10	0.131426418
R1 - C7 : 11	0.433351589
R1 - C7 : 12	0.098098203
R1 - C7 : 13	0.221134859
R1 - C7 : 14	0.316970928
R1 - C7 : 15	0.379872311
R1 - C7 : 16	0
R1 - C7 : 2	0.177031944
R1 - C7 : 3	0.139402622
R1 - C7 : 4	0.132405773
R1 - C7 : 5	0.334638536
R1 - C7 : 6	0.109168169
R1 - C7 : 7	0.268195894
R1 - C7 : 8	0.119089284
R1 - C7 : 9	0.139325306
R1 - C8 : 1	0.403607138
R1 - C8 : 10	0.097148075
R1 - C8 : 11	0.136828251
R1 - C8 : 12	0.597998972
R1 - C8 : 13	0.909049214
R1 - C8 : 14	0.461880851
R1 - C8 : 15	0.164604161
R1 - C8 : 16	0.167858966
R1 - C8 : 2	0.181891858
R1 - C8 : 3	0.406802651
R1 - C8 : 4	0.148876092
R1 - C8 : 5	0.273436306
R1 - C8 : 6	0.497602029
R1 - C8 : 7	0.216878803
R1 - C8 : 8	0.439700107
R1 - C8 : 9	0.30780403
R1 - C9 : 1	0.32313309
R1 - C9 : 10	0.238210493
R1 - C9 : 11	0.126620622
R1 - C9 : 12	0.347394438
R1 - C9 : 13	0.308470708
R1 - C9 : 14	0.326509728
R1 - C9 : 15	0.212392627
R1 - C9 : 16	0.241966594
R1 - C9 : 2	0.240817942
R1 - C9 : 3	0.113863008
R1 - C9 : 4	0.25581583
R1 - C9 : 5	0.511587974
R1 - C9 : 6	0.476268891
R1 - C9 : 7	0.225919158
R1 - C9 : 8	0.396251342
R1 - C9 : 9	0.230505596
R10 - C1 : 1	0.261950894
R10 - C1 : 10	5.846031544
R10 - C1 : 11	0.076595894
R10 - C1 : 12	0.077107214
R10 - C1 : 13	0.08392335
R10 - C1 : 14	0.089600062
R10 - C1 : 15	0.072403933
R10 - C1 : 16	0.376209501
R10 - C1 : 2	0.424175596
R10 - C1 : 3	0.159340158
R10 - C1 : 4	0.086706335
R10 - C1 : 5	0.167569107
R10 - C1 : 6	0.213233051
R10 - C1 : 7	0.290772859
R10 - C1 : 8	0.107373567
R10 - C1 : 9	0.160270651
R10 - C10 : 1	0.168909287
R10 - C10 : 10	0.636052732
R10 - C10 : 11	0.201359947
R10 - C10 : 12	0.026157194
R10 - C10 : 13	5.326597206
R10 - C10 : 14	0.40538758
R10 - C10 : 15	0.080896276
R10 - C10 : 16	0
R10 - C10 : 2	0.13387082
R10 - C10 : 3	0.120297304
R10 - C10 : 4	0.251411691
R10 - C10 : 5	0.091696053
R10 - C10 : 6	0.168767128
R10 - C10 : 7	0.335785845
R10 - C10 : 8	2.103846323
R10 - C10 : 9	0.143919077
R10 - C11 : 1	0.186486725
R10 - C11 : 10	0.05038045
R10 - C11 : 11	0.110338061
R10 - C11 : 12	0.408661392
R10 - C11 : 13	0.080817242
R10 - C11 : 14	0.172063426
R10 - C11 : 15	0.035057029
R10 - C11 : 16	0.182111877
R10 - C11 : 2	0.083015987
R10 - C11 : 3	0.116785926
R10 - C11 : 4	0.219198469
R10 - C11 : 5	0.209727546
R10 - C11 : 6	0.100118601
R10 - C11 : 7	0.194164435
R10 - C11 : 8	0.139454233
R10 - C11 : 9	0.015968824
R10 - C12 : 1	1.105834518
R10 - C12 : 10	0.162323981
R10 - C12 : 11	0.599435117
R10 - C12 : 12	0.341092146
R10 - C12 : 13	0.122284653
R10 - C12 : 14	0.216415688
R10 - C12 : 15	0
R10 - C12 : 16	0.356669019
R10 - C12 : 2	0.036771774
R10 - C12 : 3	0.188381714
R10 - C12 : 4	0.381308484
R10 - C12 : 5	0.506326749
R10 - C12 : 6	0.071851451
R10 - C12 : 7	0.429548086
R10 - C12 : 8	0.168123395
R10 - C12 : 9	0.050658239
R10 - C13 : 1	0.132912334
R10 - C13 : 10	1.094709226
R10 - C13 : 11	0.253171953
R10 - C13 : 12	0.181363961
R10 - C13 : 13	0.04123205
R10 - C13 : 14	0.144006724
R10 - C13 : 15	0.125762156
R10 - C13 : 16	0.293814941
R10 - C13 : 2	0.180891938
R10 - C13 : 3	0.115045896
R10 - C13 : 4	0.163764083
R10 - C13 : 5	0.111674456
R10 - C13 : 6	0.163109314
R10 - C13 : 7	0.094456145
R10 - C13 : 8	0.087588082
R10 - C13 : 9	0.091121514
R10 - C14 : 1	0.14679212
R10 - C14 : 10	0.212023477
R10 - C14 : 11	3.254815685
R10 - C14 : 12	0.241606718
R10 - C14 : 13	0.214445435
R10 - C14 : 14	0.236844224
R10 - C14 : 15	0.095235602
R10 - C14 : 16	0.127219478
R10 - C14 : 2	0.332274867
R10 - C14 : 3	0.308904872
R10 - C14 : 4	0.13791715
R10 - C14 : 5	0.143027039
R10 - C14 : 6	0.020509543
R10 - C14 : 7	0.587606845
R10 - C14 : 8	0.22084403
R10 - C14 : 9	0.099874092
R10 - C15 : 1	0.720877993
R10 - C15 : 10	0.2267532
R10 - C15 : 11	0.154249313
R10 - C15 : 12	0.165362066
R10 - C15 : 13	0.19480022
R10 - C15 : 14	0.167757936
R10 - C15 : 15	0.173991601
R10 - C15 : 16	0.262122499
R10 - C15 : 2	0.33098643
R10 - C15 : 3	0.003641408
R10 - C15 : 4	0.121220946
R10 - C15 : 5	0.139424841
R10 - C15 : 6	0.133551347
R10 - C15 : 7	0.476069935
R10 - C15 : 8	0.126214609
